"","Gene_name","Description","log2FC_male-female","q-value"
"1660","PACSIN3","Protein kinase C and casein kinase substrate in neurons protein 3",0.0201435336410629,0.644453150086534
"1661","RPL23A","60S ribosomal protein L23a",0.020120535547834,0.63598726844051
"1662","DBT","Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",0.0200886641154021,0.641184546735836
"1663","DYNC1LI1","Cytoplasmic dynein 1 light intermediate chain 1",0.0200518708210975,0.62050164501885
"1664","ABRA","Actin-binding Rho-activating protein",0.0199671431096107,0.656259936498518
"1665","TIGAR","Fructose-2,6-bisphosphatase TIGAR",0.0198492244537807,0.654903074847321
"1666","GFM1","Elongation factor G, mitochondrial",0.0198383329761391,0.624357257622619
"1667","ACTBL2","Beta-actin-like protein 2",0.0197064687088577,0.630895139401097
"1668","HSPA12A","Heat shock 70 kDa protein 12A",0.0196383859546536,0.630895139401097
"1669","CEFIP","Cardiac-enriched FHL2-interacting protein",0.0193148688196505,0.630715820617324
"1670","PRKAA2","5'-AMP-activated protein kinase catalytic subunit alpha-2",0.0190292138711481,0.592606903804535
"1671","RAB24","Ras-related protein Rab-24",0.0186748406876625,0.63776641251743
"1672","RPL6","60S ribosomal protein L6",0.0186191823103208,0.631731860028884
"1673","LANCL1","Glutathione S-transferase LANCL1",0.0185845328045069,0.632803820778249
"1674","COX6C","Cytochrome c oxidase subunit 6C",0.0181560154093177,0.656783793202682
"1675","CDC37L1","Hsp90 co-chaperone Cdc37-like 1",0.0179638345629822,0.651667201798073
"1676","KYAT1","Kynurenine--oxoglutarate transaminase 1",0.0173981601314832,0.622822243590846
"1677","ADPRH","ADP-ribosylhydrolase ARH1",0.0171620715119136,0.641778777821378
"1678","IMPA2","Inositol monophosphatase 2",0.0171583068990948,0.632166551987911
"1679","RPS16","40S ribosomal protein S16",0.0171035552400642,0.63218420037193
"1680","CAPN2","Calpain-2 catalytic subunit",0.016990085455534,0.621258073341029
"1681","GNA11","Guanine nucleotide-binding protein subunit alpha-11",0.0168258225874283,0.653794554532502
"1682","DARS2","Aspartate--tRNA ligase, mitochondrial",0.0167474893224639,0.641778777821378
"1683","EIF2S1","Eukaryotic translation initiation factor 2 subunit 1",0.0166546168832742,0.624100420151047
"1684","SMYD2","N-lysine methyltransferase SMYD2",0.016559071866677,0.63245714912314
"1685","CYLD","Ubiquitin carboxyl-terminal hydrolase CYLD",0.0164274552538739,0.635406938668771
"1686","ITGB1","Integrin beta-1",0.0163338689377284,0.629521661488672
"1687","EHD4","EH domain-containing protein 4",0.0162949219038921,0.641778777821378
"1688","VASP","Vasodilator-stimulated phosphoprotein",0.0159791371395226,0.645393396883953
"1689","GSPT1","Eukaryotic peptide chain release factor GTP-binding subunit ERF3A",0.0159474193562179,0.621258073341029
"1690","TBCE","Tubulin-specific chaperone E",0.0156980464047809,0.648652885391776
"1691","PRDX1","Peroxiredoxin-1",0.0155760029963119,0.629521661488672
"1692","AKR7A2","Aflatoxin B1 aldehyde reductase member 2",0.0153110067793865,0.632803820778249
"1693","SPTBN1","Spectrin beta chain, non-erythrocytic 1",0.0152186705358108,0.631341565595326
"1694","FLNC","Filamin-C",0.0151683081355927,0.641778777821378
"1695","PLN","Cardiac phospholamban",0.0150484842265879,0.657886241724588
"1696","PDCD10","Programmed cell death protein 10",0.0149816697310872,0.64919541225805
"1697","NMRK1","Nicotinamide riboside kinase 1",0.0148003562464272,0.649892831030527
"1698","USP15","Ubiquitin carboxyl-terminal hydrolase 15",0.0145178488116198,0.630937555331647
"1699","SNRPD3","Small nuclear ribonucleoprotein Sm D3",0.0144849600353218,0.642652926928128
"1700","HSPB2","Heat shock protein beta-2",0.014307285346753,0.636583645230719
"1701","SLC25A12","Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial",0.0141571572925123,0.641778777821378
"1702","PRKAG1","5'-AMP-activated protein kinase subunit gamma-1",0.01412732241565,0.63598726844051
"1703","DDX1","ATP-dependent RNA helicase DDX1",0.0138952792755394,0.62050164501885
"1704","EIF5","Eukaryotic translation initiation factor 5",0.0138914884437931,0.630937555331647
"1705","HNRNPC","Heterogeneous nuclear ribonucleoproteins C1/C2",0.0138881062454583,0.632812112818953
"1706","NAE1","NEDD8-activating enzyme E1 regulatory subunit",0.0137780903242817,0.624100420151047
"1707","HK1","Hexokinase-1",0.013734715725537,0.641778777821378
"1708","SRPK2","SRSF protein kinase 2",0.0136370763978189,0.668302399720082
"1709","CCT7","T-complex protein 1 subunit eta",0.0136198521477677,0.624357257622619
"1710","RABEP1","Rab GTPase-binding effector protein 1",0.0135840446796482,0.65107063145402
"1711","GSTP1","Glutathione S-transferase P",0.0134830652385496,0.635406938668771
"1712","ARMC1","Armadillo repeat-containing protein 1",0.0133462820400752,0.641778777821378
"1713","MYOZ1","Myozenin-1",0.0132846292883819,0.636501990396484
"1714","PCBP2","Poly(rC)-binding protein 2",0.0131845979805068,0.632166551987911
"1715","ADPRS","ADP-ribosylhydrolase ARH3",0.0131470436219789,0.628859384632653
"1716","ACOT9","Acyl-coenzyme A thioesterase 9, mitochondrial",0.0130424098821837,0.641778777821378
"1717","KTN1","Kinectin",0.0129582298252799,0.631341565595326
"1718","MRPS5","28S ribosomal protein S5, mitochondrial",0.0127221233222805,0.660750837893368
"1719","ATP6V1G1","V-type proton ATPase subunit G 1",0.0126467712435403,0.644585464879994
"1720","VWF","von Willebrand factor",0.0125857133863985,0.642652926928128
"1721","EPS15L1","Epidermal growth factor receptor substrate 15-like 1",0.0124867554235735,0.661678308173421
"1722","UBAP2L","Ubiquitin-associated protein 2-like",0.0121457678220604,0.64919541225805
"1723","PCBD2","Pterin-4-alpha-carbinolamine dehydratase 2",0.0119528867628027,0.641778777821378
"1724","ACTN4","Alpha-actinin-4",0.011700414512676,0.641974325062281
"1725","MYCBP","c-Myc-binding protein",0.0115859631323545,0.641778777821378
"1726","SERPINB1","Leukocyte elastase inhibitor",0.0115717358182366,0.642652926928128
"1727","LIMCH1","LIM and calponin homology domains-containing protein 1",0.0112368183979843,0.642652926928128
"1728","BCS1L","Mitochondrial chaperone BCS1",0.0111153518057723,0.651846113936223
"1729","RTN4","Reticulon-4",0.0110143753483101,0.647826492584388
"1730","ATP1B4","Protein ATP1B4",0.0108319208066963,0.665125678344984
"1731","PCBD1","Pterin-4-alpha-carbinolamine dehydratase",0.01058157195361,0.650327284248812
"1732","CFL2","Cofilin-2",0.0105651784510705,0.642652926928128
"1733","ARHGEF6","Rho guanine nucleotide exchange factor 6",0.0104979987083844,0.658691456428076
"1734","ERN1","Serine/threonine-protein kinase/endoribonuclease IRE1",0.0102733851467178,0.658691456428076
"1735","STUB1","E3 ubiquitin-protein ligase CHIP",0.0101365735226864,0.644453150086534
"1736","HAGH","Hydroxyacylglutathione hydrolase, mitochondrial",0.0100310075216807,0.641778777821378
"1737","PPIE","Peptidyl-prolyl cis-trans isomerase E",0.00990474943087172,0.652898245094604
"1738","GDI1","Rab GDP dissociation inhibitor alpha",0.00988414173116503,0.650327284248812
"1739","VAPB","Vesicle-associated membrane protein-associated protein B/C",0.00955293299369586,0.63598726844051
"1740","PCYT2","Ethanolamine-phosphate cytidylyltransferase",0.00914178726268844,0.651846113936223
"1741","NIPSNAP3B","Protein NipSnap homolog 3B",0.0089261328154624,0.665125678344984
"1742","PSMA6","Proteasome subunit alpha type-6",0.00890046489733543,0.644453150086534
"1743","DAP3","28S ribosomal protein S29, mitochondrial",0.00888223784474107,0.657886241724588
"1744","FKBP5","Peptidyl-prolyl cis-trans isomerase FKBP5",0.00877517325929311,0.657886241724588
"1745","PSMA1","Proteasome subunit alpha type-1",0.00867028262693026,0.646340994929166
"1746","TMEM143","Transmembrane protein 143",0.00818416699686075,0.657886241724588
"1747","SLC2A4","Solute carrier family 2, facilitated glucose transporter member 4",0.00801148842186628,0.660764465065924
"1748","TMEM38A","Trimeric intracellular cation channel type A",0.00780465269449948,0.659732626161027
"1749","AGL","Glycogen debranching enzyme",0.007599646591256,0.659732626161027
"1750","GDI2","Rab GDP dissociation inhibitor beta",0.00755582254499032,0.64806516508213
"1751","TTC1","Tetratricopeptide repeat protein 1",0.00741604439753552,0.660764465065924
"1752","GNAS","Guanine nucleotide-binding protein G(s) subunit alpha isoforms short",0.00738294864147448,0.652822647820017
"1753","CCDC51","Mitochondrial potassium channel",0.0073313169927367,0.65916096568552
"1754","SERPINB6","Serpin B6",0.00727134715105571,0.658691456428076
"1755","HINT3","Adenosine 5'-monophosphoramidase HINT3",0.00723751682001961,0.650972846463565
"1756","CUTA","Protein CutA",0.0072314164624725,0.651846113936223
"1757","TXNL1","Thioredoxin-like protein 1",0.00700776172754658,0.652822647820017
"1758","FKBP7","Peptidyl-prolyl cis-trans isomerase FKBP7",0.00698168570876234,0.659732626161027
"1759","PRMT5","Protein arginine N-methyltransferase 5",0.0068547205475582,0.649314145077035
"1760","PCCA","Propionyl-CoA carboxylase alpha chain, mitochondrial",0.00664774900214482,0.662460764215378
"1761","SSR4","Translocon-associated protein subunit delta",0.00663656182720374,0.656783793202682
"1762","PGLS","6-phosphogluconolactonase",0.00646749561483162,0.655146229501017
"1763","PIN4","Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4",0.00643436667766828,0.663187248905329
"1764","SRPRB","Signal recognition particle receptor subunit beta",0.00613983637535398,0.66028810494765
"1765","DCUN1D1","DCN1-like protein 1",0.0057405967719184,0.661575474844558
"1766","ECHDC1","Ethylmalonyl-CoA decarboxylase",0.00572769425581221,0.663187248905329
"1767","TMX4","Thioredoxin-related transmembrane protein 4",0.00556456077849887,0.661463227155277
"1768","RIDA","2-iminobutanoate/2-iminopropanoate deaminase",0.00501865033088222,0.663473062888907
"1769","SEPTIN11","Septin-11",0.00488842223151487,0.661575474844558
"1770","IMPDH2","Inosine-5'-monophosphate dehydrogenase 2",0.0047058272586753,0.659397181667735
"1771","LRRC39","Leucine-rich repeat-containing protein 39",0.00470193667208818,0.668302399720082
"1772","VPS4A","Vacuolar protein sorting-associated protein 4A",0.00462186952054289,0.65916096568552
"1773","ANXA2","Annexin A2",0.00437551788968626,0.663685905085133
"1774","LEMD2","LEM domain-containing protein 2",0.00437473532906907,0.668302399720082
"1775","HBS1L","HBS1-like protein",0.00418138029773729,0.668713491862157
"1776","ATP6V0D1","V-type proton ATPase subunit d 1",0.00409871754881586,0.669475931731244
"1777","CNN3","Calponin-3",0.00406190617812641,0.663882329768524
"1778","HGH1","Protein HGH1 homolog",0.00401589904882194,0.666834128797749
"1779","ANXA7","Annexin A7",0.00383931300644136,0.66028810494765
"1780","ADA","Adenosine deaminase",0.00366916507109494,0.670091593836192
"1781","HYOU1","Hypoxia up-regulated protein 1",0.00332852112357429,0.663065841356571
"1782","NXN","Nucleoredoxin",0.0032616874297684,0.664432435235527
"1783","AGO2","Protein argonaute-2",0.00321046192869545,0.666758272588382
"1784","SQSTM1","Sequestosome-1",0.00320037727074585,0.668302399720082
"1785","LZIC","Protein LZIC",0.00313713490480261,0.66801999726658
"1786","FCGRT","IgG receptor FcRn large subunit p51",0.00309298502492972,0.669559266820248
"1787","PSMD14","26S proteasome non-ATPase regulatory subunit 14",0.0029722602181792,0.667098167860884
"1788","CHORDC1","Cysteine and histidine-rich domain-containing protein 1",0.00296562937839973,0.668302399720082
"1789","PRKN","E3 ubiquitin-protein ligase parkin",0.00289798075734815,0.669475931731244
"1790","APRT","Adenine phosphoribosyltransferase",0.00272963134077919,0.66801999726658
"1791","CCDC90B","Coiled-coil domain-containing protein 90B, mitochondrial",0.00245045467149296,0.668617286277361
"1792","ITGA6","Integrin alpha-6",0.00243346786635534,0.668617286277361
"1793","TPP1","Tripeptidyl-peptidase 1",0.00241317082555703,0.668302399720082
"1794","G3BP2","Ras GTPase-activating protein-binding protein 2",0.00222687584243353,0.66801999726658
"1795","RAP1A","Ras-related protein Rap-1A",0.00220686213235233,0.665351436142112
"1796","ADH5","Alcohol dehydrogenase class-3",0.00208506733148539,0.668617286277361
"1797","MFN1","Mitofusin-1",0.00199773149949323,0.669559266820248
"1798","CPNE3","Copine-3",0.001984019358094,0.668302399720082
"1799","MAP2K3","Dual specificity mitogen-activated protein kinase kinase 3",0.00186751528751827,0.668302399720082
"1800","RPL21","60S ribosomal protein L21",0.00183468990356062,0.669559266820248
"1801","NAA10","N-alpha-acetyltransferase 10",0.00111157988432709,0.670291624890892
"1802","RPL14","60S ribosomal protein L14",0.00108101273990968,0.670091593836192
"1803","DDI2","Protein DDI1 homolog 2",0.00101830744625353,0.67094582723686
"1804","IDH1","Isocitrate dehydrogenase [NADP] cytoplasmic",0.00101346791775114,0.670007197260117
"1805","PPIH","Peptidyl-prolyl cis-trans isomerase H",0.00096799422643556,0.670291624890892
"1806","FLNB","Filamin-B",0.00072075883371169,0.670291624890892
"1807","PARP1","Poly [ADP-ribose] polymerase 1",0.00052146509143291,0.670291624890892
"1808","MYO1C","Unconventional myosin-Ic",0.00047658494036895,0.670291624890892
"1809","PBDC1","Protein PBDC1",0.00020219881091954,0.671176667592577
"1810","KIFBP","KIF-binding protein",-1.42235514513089e-05,0.671969309335815
"1811","PSMD10","26S proteasome non-ATPase regulatory subunit 10",-8.52393027273024e-05,0.671577554562855
"1812","HPRT1","Hypoxanthine-guanine phosphoribosyltransferase",-0.00021558875295468,0.671176667592577
"1813","SEPTIN7","Septin-7",-0.00037006614314449,0.671176667592577
"1814","COPS4","COP9 signalosome complex subunit 4",-0.00047688289794756,0.670291624890892
"1815","COPS5","COP9 signalosome complex subunit 5",-0.00051336747406871,0.670091593836192
"1816","GPS1","COP9 signalosome complex subunit 1",-0.00055522274547925,0.670291624890892
"1817","ACSL1","Long-chain-fatty-acid--CoA ligase 1",-0.00063953703115871,0.670291624890892
"1818","PDCD5","Programmed cell death protein 5",-0.00085670741970211,0.670091593836192
"1819","UBE3C","Ubiquitin-protein ligase E3C",-0.00096649113791791,0.670291624890892
"1820","ACSF3","Malonate--CoA ligase ACSF3, mitochondrial",-0.0010849502443584,0.670291624890892
"1821","EIF3B","Eukaryotic translation initiation factor 3 subunit B",-0.00119527205833059,0.669559266820248
"1822","EIF4E3","Eukaryotic translation initiation factor 4E type 3",-0.00126333071398932,0.670057870411619
"1823","RDH13","Retinol dehydrogenase 13",-0.00140506312839861,0.670091593836192
"1824","EIF3K","Eukaryotic translation initiation factor 3 subunit K",-0.00142600730129416,0.669475931731244
"1825","KHSRP","Far upstream element-binding protein 2",-0.0014656605575798,0.668617286277361
"1826","SNX6","Sorting nexin-6",-0.00178605734155113,0.670091593836192
"1827","MVP","Major vault protein",-0.00198823650340429,0.670091593836192
"1828","AP2M1","AP-2 complex subunit mu",-0.00215887204284471,0.668302399720082
"1829","PTER","Phosphotriesterase-related protein",-0.00223611237303878,0.670291624890892
"1830","PSMB3","Proteasome subunit beta type-3",-0.00270871513347437,0.666834128797749
"1831","NSFL1C","NSFL1 cofactor p47",-0.00293621697684543,0.663055207681431
"1832","MT-CYB","Cytochrome b",-0.00350643402234851,0.668302399720082
"1833","NRP1","Neuropilin-1",-0.00371381218472777,0.670057870411619
"1834","APEH","Acylamino-acid-releasing enzyme",-0.00373508972148429,0.658206619231029
"1835","CLIC5","Chloride intracellular channel protein 5",-0.00380331810745105,0.663685905085133
"1836","USP24","Ubiquitin carboxyl-terminal hydrolase 24",-0.00416642849556226,0.665125678344984
"1837","ARL8B","ADP-ribosylation factor-like protein 8B",-0.0041782374045134,0.665125678344984
"1838","VBP1","Prefoldin subunit 3",-0.00454090096670967,0.665125678344984
"1839","AASDHPPT","L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase",-0.00456568715026329,0.667098167860884
"1840","ARSB","Arylsulfatase B",-0.00473044633302067,0.668302399720082
"1841","RABGGTB","Geranylgeranyl transferase type-2 subunit beta",-0.00473409682172665,0.664347560085567
"1842","THEM6","Protein THEM6",-0.00490434834405207,0.659397181667735
"1843","LACTB","Serine beta-lactamase-like protein LACTB, mitochondrial",-0.00509580042833413,0.662600973030572
"1844","ERAP1","Endoplasmic reticulum aminopeptidase 1",-0.00519306982449308,0.663882329768524
"1845","SF3B6","Splicing factor 3B subunit 6",-0.0052815217777038,0.662087365979419
"1846","ACTA2","Actin, aortic smooth muscle",-0.00533648347486704,0.651846113936223
"1847","RAB12","Ras-related protein Rab-12",-0.00556126057709605,0.652551682658578
"1848","CSE1L","Exportin-2",-0.00559534743909751,0.660247800925864
"1849","TMED9","Transmembrane emp24 domain-containing protein 9",-0.00595920828504681,0.659865399180818
"1850","H2BC20P","Putative histone H2B type 2-C",-0.00598008922851712,0.66496453171123
"1851","MAIP1","m-AAA protease-interacting protein 1, mitochondrial",-0.00603121901835202,0.66028810494765
"1852","POTEE","POTE ankyrin domain family member E",-0.00606996707611174,0.668302399720082
