"","Gene_name","Description","log2FC_post-pre","q-value"
"1804","EDF1","Endothelial differentiation-related factor 1",-0.0171412946466916,0.530829089396889
"1805","ISCU","Iron-sulfur cluster assembly enzyme ISCU",-0.0171792522760299,0.568618150647833
"1806","COPS4","COP9 signalosome complex subunit 4",-0.0172237230283994,0.437547901802931
"1807","EIF4H","Eukaryotic translation initiation factor 4H",-0.0172752309183917,0.515508691319046
"1808","FITM1","Fat storage-inducing transmembrane protein 1",-0.0172827014854118,0.547887718123764
"1809","SUB1","Activated RNA polymerase II transcriptional coactivator p15",-0.0173099372020289,0.554552840192693
"1810","PSMB6","Proteasome subunit beta type-6",-0.0173885725986231,0.511297644889508
"1811","CAVIN1","Caveolae-associated protein 1",-0.0174331102504173,0.518995541302287
"1812","FLII","Protein flightless-1 homolog",-0.0181247342890458,0.530664501020278
"1813","TAB1","TGF-beta-activated kinase 1 and MAP3K7-binding protein 1",-0.0182385714313202,0.532154587238298
"1814","PFKM","ATP-dependent 6-phosphofructokinase, muscle type",-0.0182888463987148,0.563311567976666
"1815","CD34","Hematopoietic progenitor cell antigen CD34",-0.0184854460959034,0.542280469046994
"1816","ADH5","Alcohol dehydrogenase class-3",-0.0185593806063356,0.520233093435402
"1817","XPNPEP1","Xaa-Pro aminopeptidase 1",-0.0186622126724796,0.481477079619591
"1818","MYO1C","Unconventional myosin-Ic",-0.0190179809759901,0.505134319777784
"1819","HNRNPH2","Heterogeneous nuclear ribonucleoprotein H2",-0.0190459140758765,0.529142329442992
"1820","GLG1","Golgi apparatus protein 1",-0.0190555963561394,0.517096448725717
"1821","PPP2R3A","Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha",-0.0192247469731601,0.538323139757781
"1822","ELOB","Elongin-B",-0.0193386342599595,0.521069633176412
"1823","LTN1","E3 ubiquitin-protein ligase listerin",-0.0193743076884214,0.543558153198191
"1824","PPP6R1","Serine/threonine-protein phosphatase 6 regulatory subunit 1",-0.0194528866355483,0.552281329003881
"1825","STRAP","Serine-threonine kinase receptor-associated protein",-0.0195374532596961,0.456660466457295
"1826","MFAP5","Microfibrillar-associated protein 5",-0.0195962780868602,0.55178083747735
"1827","GPC1","Glypican-1",-0.0198270335257167,0.552281329003881
"1828","HSPB8","Heat shock protein beta-8",-0.0198945993826296,0.533420107650681
"1829","CKB","Creatine kinase B-type",-0.0199463164867275,0.578189974656082
"1830","HNRNPC","Heterogeneous nuclear ribonucleoproteins C1/C2",-0.0199758682594897,0.497602067635687
"1831","GPD1L","Glycerol-3-phosphate dehydrogenase 1-like protein",-0.0200591535857377,0.542280469046994
"1832","TRDN","Triadin",-0.0200904689065613,0.56635600232263
"1833","SERPINB6","Serpin B6",-0.020127654712935,0.526027388898544
"1834","CYB5A","Cytochrome b5",-0.0201851418934282,0.520233093435402
"1835","PHAX","Phosphorylated adapter RNA export protein",-0.0201899046488734,0.542280469046994
"1836","COPS3","COP9 signalosome complex subunit 3",-0.0201936679891048,0.467372817721852
"1837","NPM1","Nucleophosmin",-0.0203868264420386,0.47477406420476
"1838","EPHX2","Bifunctional epoxide hydrolase 2",-0.0203918752571361,0.538111945657276
"1839","SRSF4","Serine/arginine-rich splicing factor 4",-0.0204589732450113,0.552384956438291
"1840","ABRAXAS2","BRISC complex subunit Abraxas 2",-0.0205073566079133,0.51713945643045
"1841","SMYD1","Histone-lysine N-methyltransferase SMYD1",-0.020542731701827,0.51739077627156
"1842","EFTUD2","116 kDa U5 small nuclear ribonucleoprotein component",-0.0208139964020653,0.524910679761185
"1843","SAMM50","Sorting and assembly machinery component 50 homolog",-0.0208214195622141,0.521069633176412
"1844","PUS1","Pseudouridylate synthase 1 homolog",-0.020842101846906,0.544928312732158
"1845","EIF3I","Eukaryotic translation initiation factor 3 subunit I",-0.020842804589801,0.489525929433442
"1846","TMEM186","Transmembrane protein 186",-0.020857174804954,0.555903529555419
"1847","NDUFB8","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",-0.0209250881429615,0.522927747097032
"1848","RPS18","40S ribosomal protein S18",-0.0211523009186632,0.522927747097032
"1849","PGM1","Phosphoglucomutase-1",-0.0211871522957701,0.532467757480209
"1850","ADIPOQ","Adiponectin",-0.0211915946804133,0.518995541302287
"1851","THRAP3","Thyroid hormone receptor-associated protein 3",-0.0211970175978209,0.538323139757781
"1852","MYCBP","c-Myc-binding protein",-0.0212168574841094,0.493953166417346
"1853","ACSF3","Malonate--CoA ligase ACSF3, mitochondrial",-0.0212747428710074,0.537917714365717
"1854","CD38","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1",-0.0214601373399255,0.561495150792651
"1855","FHL1","Four and a half LIM domains protein 1",-0.0216506568976982,0.446625489138139
"1856","NEDD4","E3 ubiquitin-protein ligase NEDD4",-0.0217205436760679,0.5453435113845
"1857","LMO7","LIM domain only protein 7",-0.021888889750258,0.530829089396889
"1858","ABCF2","ATP-binding cassette sub-family F member 2",-0.022064655921282,0.538502088935155
"1859","PSMB5","Proteasome subunit beta type-5",-0.0221285407737959,0.472702635030114
"1860","COQ6","Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",-0.0222186622271447,0.493953166417346
"1861","CCS","Copper chaperone for superoxide dismutase",-0.022358335456504,0.51739077627156
"1862","PGLYRP2","N-acetylmuramoyl-L-alanine amidase",-0.023055539148233,0.552281329003881
"1863","COPZ1","Coatomer subunit zeta-1",-0.023197351677938,0.507658932040445
"1864","SH3GLB2","Endophilin-B2",-0.0233042574022804,0.530829089396889
"1865","SWAP70","Switch-associated protein 70",-0.0234331437661464,0.527519249895425
"1866","CCDC22","Coiled-coil domain-containing protein 22",-0.0234453166437625,0.521541569803853
"1867","NDUFB4","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4",-0.0235738443836375,0.522927747097032
"1868","DCD","Dermcidin",-0.0236750417296427,0.568895464049988
"1869","ACOT2","Acyl-coenzyme A thioesterase 2, mitochondrial",-0.0237315238207536,0.532467757480209
"1870","PRCP","Lysosomal Pro-X carboxypeptidase",-0.0237843984173995,0.561232506754192
"1871","LCMT1","Leucine carboxyl methyltransferase 1",-0.0238882846326742,0.45486434059807
"1872","FKBP5","Peptidyl-prolyl cis-trans isomerase FKBP5",-0.0239442477865115,0.52172808372637
"1873","RAB24","Ras-related protein Rab-24",-0.0240480295461154,0.504447713826936
"1874","DDX3Y","ATP-dependent RNA helicase DDX3Y",-0.0241473798135559,0.41523376665762
"1875","MT-CO3","Cytochrome c oxidase subunit 3",-0.0245028979097572,0.537917714365717
"1876","FILIP1","Filamin-A-interacting protein 1",-0.0245608922988705,0.49664218433673
"1877","VBP1","Prefoldin subunit 3",-0.0245782287002339,0.511297644889508
"1878","HYI","Putative hydroxypyruvate isomerase",-0.0247598142236871,0.511694763926035
"1879","USP13","Ubiquitin carboxyl-terminal hydrolase 13",-0.0250783690305418,0.52712403617558
"1880","ENO3","Beta-enolase",-0.0250853021179438,0.557011986022618
"1881","DYNLL2","Dynein light chain 2, cytoplasmic",-0.0252402398852372,0.532154587238298
"1882","CHCHD10","Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",-0.0252507474610155,0.558730938106051
"1883","OTUB1","Ubiquitin thioesterase OTUB1",-0.0253480977367175,0.428699318560564
"1884","HNRNPK","Heterogeneous nuclear ribonucleoprotein K",-0.0253727046180749,0.429181376710848
"1885","SKIC8","SKI8 subunit of superkiller complex protein",-0.0253933584137602,0.431370818232384
"1886","UBL5","Ubiquitin-like protein 5",-0.0255159470880244,0.506885788462949
"1887","PSMA6","Proteasome subunit alpha type-6",-0.0255166391106201,0.44781850061993
"1888","COQ9","Ubiquinone biosynthesis protein COQ9, mitochondrial",-0.0258400539765873,0.494162000109063
"1889","PSMC4","26S proteasome regulatory subunit 6B",-0.0259675009710971,0.379132770940477
"1890","EIF3H","Eukaryotic translation initiation factor 3 subunit H",-0.0260633144419042,0.467987623177751
"1891","PYGB","Glycogen phosphorylase, brain form",-0.0260927023808755,0.51739077627156
"1892","PGD","6-phosphogluconate dehydrogenase, decarboxylating",-0.0262340744805343,0.447697125246074
"1893","RANGAP1","Ran GTPase-activating protein 1",-0.0262857737193229,0.551127865917477
"1894","SF3B3","Splicing factor 3B subunit 3",-0.0262989788996055,0.460994557784588
"1895","UBE2F","NEDD8-conjugating enzyme UBE2F",-0.0264257160077701,0.498357071502993
"1896","HNRNPDL","Heterogeneous nuclear ribonucleoprotein D-like",-0.0264303658795644,0.373188576355776
"1897","ATP1B4","Protein ATP1B4",-0.026526628059095,0.563204178748428
"1898","SCRIB","Protein scribble homolog",-0.0265972633003795,0.55181126964092
"1899","ITGB1","Integrin beta-1",-0.0266278415175787,0.436945372214181
"1900","LCN1","Lipocalin-1",-0.0268904912383316,0.57318544222273
"1901","MUSTN1","Musculoskeletal embryonic nuclear protein 1",-0.0269213123935526,0.554441425808207
"1902","PGK1","Phosphoglycerate kinase 1",-0.0269713594743095,0.549941165020891
"1903","FN3K","Fructosamine-3-kinase",-0.0272225771067998,0.402904754230172
"1904","NDUFAF3","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3",-0.0273290825859043,0.498357071502993
"1905","GC","Vitamin D-binding protein",-0.0275946058712222,0.502993597595834
"1906","SELENOO","Protein adenylyltransferase SelO, mitochondrial",-0.0276914543326576,0.524218737008954
"1907","MLH3","DNA mismatch repair protein Mlh3",-0.0277102563926714,0.511308872891476
"1908","TNNT1","Troponin T, slow skeletal muscle",-0.0278865803392954,0.582455962493725
"1909","TMX3","Protein disulfide-isomerase TMX3",-0.0279864912373373,0.488293302918312
"1910","SBDS","Ribosome maturation protein SBDS",-0.0280982662218054,0.48577407920317
"1911","PSMC5","26S proteasome regulatory subunit 8",-0.0281951400732918,0.380683844661702
"1912","ORM1","Alpha-1-acid glycoprotein 1",-0.0282560119833803,0.505792570390972
"1913","PTGES3","Prostaglandin E synthase 3",-0.0283386538690173,0.504447713826936
"1914","ANP32B","Acidic leucine-rich nuclear phosphoprotein 32 family member B",-0.0286421818818656,0.469753792715682
"1915","TMEM256","Transmembrane protein 256",-0.0287232166974327,0.537917714365717
"1916","EGLN1","Egl nine homolog 1",-0.0288192508449434,0.549941165020891
"1917","AP1B1","AP-1 complex subunit beta-1",-0.0289396710981311,0.521069633176412
"1918","PSMD14","26S proteasome non-ATPase regulatory subunit 14",-0.0291644756253415,0.458645306250124
"1919","CUL2","Cullin-2",-0.0293510816457534,0.408734807727233
"1920","BRCC3","Lys-63-specific deubiquitinase BRCC36",-0.0293643187591712,0.493953166417346
"1921","RPN1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1",-0.0298516004931724,0.411974885856005
"1922","GNL1","Guanine nucleotide-binding protein-like 1",-0.0299125954456265,0.53279447686983
"1923","NDUFB9","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9",-0.0303420373284453,0.496695469206302
"1924","FXR1","RNA-binding protein FXR1",-0.0303601176438892,0.401652615920689
"1925","RNF7","RING-box protein 2",-0.0303875893226486,0.532154587238298
"1926","DDT","D-dopachrome decarboxylase",-0.0305284858314216,0.531768137542512
"1927","EIF4A2","Eukaryotic initiation factor 4A-II",-0.0307383253570137,0.383015166484697
"1928","MAPK14","Mitogen-activated protein kinase 14",-0.0308911132309273,0.433616598886175
"1929","SELENOW","Selenoprotein W",-0.0309033042163076,0.52376884536611
"1930","PSMA3","Proteasome subunit alpha type-3",-0.030935998575389,0.377927630388195
"1931","RARS1","Arginine--tRNA ligase, cytoplasmic",-0.0311116231999673,0.371802427203436
"1932","BNIP3","BCL2/adenovirus E1B 19 kDa protein-interacting protein 3",-0.0312690739229833,0.508865171198716
"1933","CELF1","CUGBP Elav-like family member 1",-0.0312815421375934,0.511297644889508
"1934","PSMB3","Proteasome subunit beta type-3",-0.0315329001458853,0.428127235176705
"1935","COPS5","COP9 signalosome complex subunit 5",-0.0315903950305749,0.268612134708479
"1936","SLC25A12","Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial",-0.0316998688708523,0.453828213160079
"1937","ABHD14B","Putative protein-lysine deacylase ABHD14B",-0.0317082240426352,0.466901828221008
"1938","ACSS2","Acetyl-coenzyme A synthetase, cytoplasmic",-0.0318146919415199,0.39682727620023
"1939","EIF1","Eukaryotic translation initiation factor 1",-0.0318731444744493,0.382954273990466
"1940","EMD","Emerin",-0.0319178557336315,0.41523376665762
"1941","CSNK2A1","Casein kinase II subunit alpha",-0.0319487823095681,0.33956494884888
"1942","IGHG4","Immunoglobulin heavy constant gamma 4",-0.0319783835472514,0.542280469046994
"1943","IMPA1","Inositol monophosphatase 1",-0.0320055988364256,0.4038625659015
"1944","ACOT1","Acyl-coenzyme A thioesterase 1",-0.0320787448415381,0.559745027175643
"1945","CHCHD3","MICOS complex subunit MIC19",-0.0321332336995805,0.462849932913021
"1946","STIP1","Stress-induced-phosphoprotein 1",-0.032430882553486,0.33956494884888
"1947","MTAP","S-methyl-5'-thioadenosine phosphorylase",-0.0325228655723251,0.46452687059197
"1948","CTTN","Src substrate cortactin",-0.0325518122958215,0.46386284716066
"1949","FECH","Ferrochelatase, mitochondrial",-0.0326183237166635,0.45116225824194
"1950","FERMT2","Fermitin family homolog 2",-0.0326386398546639,0.379369265498862
"1951","LSM1","U6 snRNA-associated Sm-like protein LSm1",-0.0327210904034843,0.450361844804533
"1952","ATP5MF","ATP synthase subunit f, mitochondrial",-0.0327747260985696,0.511297644889508
"1953","RER1","Protein RER1",-0.0328484061115901,0.508929031489596
"1954","BAG3","BAG family molecular chaperone regulator 3",-0.0332387332741675,0.420189982954412
"1955","HNRNPH1","Heterogeneous nuclear ribonucleoprotein H",-0.0337120740755115,0.34969133100672
"1956","CCDC134","Coiled-coil domain-containing protein 134",-0.0337417495294794,0.521069633176412
"1957","TF","Serotransferrin",-0.0337975724050104,0.490047289530386
"1958","VAMP3","Vesicle-associated membrane protein 3",-0.0339238622652438,0.466448895069039
"1959","TARDBP","TAR DNA-binding protein 43",-0.0340093494256344,0.442342842167799
"1960","MRPL15","39S ribosomal protein L15, mitochondrial",-0.0340166968822153,0.528655379165527
"1961","TPD52L2","Tumor protein D54",-0.0345553038600528,0.433672435738287
"1962","RPL4","60S ribosomal protein L4",-0.0346136486257809,0.485974784924797
"1963","HIBADH","3-hydroxyisobutyrate dehydrogenase, mitochondrial",-0.0347682746045468,0.47749192293718
"1964","ALDH3A2","Aldehyde dehydrogenase family 3 member A2",-0.0351749207188128,0.394463319577802
"1965","DCUN1D1","DCN1-like protein 1",-0.035399862978803,0.458479798843577
"1966","UBE4A","Ubiquitin conjugation factor E4 A",-0.0358740100608923,0.484862589991939
"1967","IGLC2","Immunoglobulin lambda constant 2",-0.0360645671867328,0.515350163327573
"1968","ATL2","Atlastin-2",-0.0361234390935081,0.384589727805432
"1969","VCAN","Versican core protein",-0.0362609652899515,0.520047321882494
"1970","ADK","Adenosine kinase",-0.0362930743842078,0.39682727620023
"1971","USP47","Ubiquitin carboxyl-terminal hydrolase 47",-0.0364773524939306,0.399942725951557
"1972","PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase",-0.0367086910942351,0.43060835501877
"1973","BZW2","eIF5-mimic protein 1",-0.0370616742108361,0.38454019945913
"1974","DDX6","Probable ATP-dependent RNA helicase DDX6",-0.0371379878059823,0.41523376665762
"1975","COPS2","COP9 signalosome complex subunit 2",-0.0371598147680974,0.236969955638608
"1976","HNRNPF","Heterogeneous nuclear ribonucleoprotein F",-0.0372249149373225,0.436945372214181
"1977","ACAT2","Acetyl-CoA acetyltransferase, cytosolic",-0.0374296303607871,0.489525929433442
"1978","TUBG1","Tubulin gamma-1 chain",-0.0375993140274904,0.487595163473093
"1979","BCAP31","B-cell receptor-associated protein 31",-0.0376317667092998,0.390169315107472
"1980","XPO7","Exportin-7",-0.0377553461750093,0.515086650784524
"1981","MBNL1","Muscleblind-like protein 1",-0.037774397855495,0.362692747105238
"1982","PON1","Serum paraoxonase/arylesterase 1",-0.0378496687770173,0.521069633176412
"1983","CSDE1","Cold shock domain-containing protein E1",-0.0378981942616665,0.401741632293898
"1984","DEPTOR","DEP domain-containing mTOR-interacting protein",-0.0379022502762432,0.516484338277245
"1985","EIF5","Eukaryotic translation initiation factor 5",-0.0379727623951123,0.329392631444387
"1986","GNAS","Guanine nucleotide-binding protein G(s) subunit alpha isoforms short",-0.0380025292026467,0.36764233591048
"1987","MAP3K20","Mitogen-activated protein kinase kinase kinase 20",-0.0381404227432416,0.399841024633928
"1988","VPS4A","Vacuolar protein sorting-associated protein 4A",-0.0383602011207795,0.368935377115929
"1989","UBA3","NEDD8-activating enzyme E1 catalytic subunit",-0.0383795563655216,0.307289464924917
