"","Gene_name","Description","log2FC_male-female","q-value","fiber_type"
"3657","DBI","Acyl-CoA-binding protein",0.182806275734997,0.25474621998334,"type_2"
"3658","PCYT1A","Choline-phosphate cytidylyltransferase A",0.182736221590938,0.172354332040365,"type_2"
"3659","AK1","Adenylate kinase isoenzyme 1",0.182700245679928,0.206230091268969,"type_2"
"3660","MYBPC2","Myosin-binding protein C, fast-type",0.182177982249133,0.280247903989928,"type_2"
"3661","TIMM17A","Mitochondrial import inner membrane translocase subunit Tim17-A",0.182056654352737,0.462417812792837,"type_2"
"3662","CLYBL","Citramalyl-CoA lyase, mitochondrial",0.181845607423908,0.461537051531128,"type_2"
"3663","TCEA3","Transcription elongation factor A protein 3",0.181595538560774,0.417367353826559,"type_2"
"3664","YARS2","Tyrosine--tRNA ligase, mitochondrial",0.181398211490011,0.344503619106158,"type_2"
"3665","RCN1","Reticulocalbin-1",0.180910031493511,0.310525753853657,"type_2"
"3666","GLUD1","Glutamate dehydrogenase 1, mitochondrial",0.17990287186324,0.20181650535949,"type_2"
"3667","OAT","Ornithine aminotransferase, mitochondrial",0.179714495705777,0.500195048309559,"type_2"
"3668","NDUFAF7","Protein arginine methyltransferase NDUFAF7, mitochondrial",0.17970415455706,0.383564578157141,"type_2"
"3669","GPT","Alanine aminotransferase 1",0.179617949465179,0.364255361531043,"type_2"
"3670","ATP2B2","Plasma membrane calcium-transporting ATPase 2",0.179509056533172,0.364255361531043,"type_2"
"3671","ATAD3A","ATPase family AAA domain-containing protein 3A",0.179440364812429,0.24074959379737,"type_2"
"3672","LAMTOR1","Ragulator complex protein LAMTOR1",0.17877966582304,0.278531439798217,"type_2"
"3673","AMPD3","AMP deaminase 3",0.178302046674229,0.464588657108138,"type_2"
"3674","KLHL31","Kelch-like protein 31",0.177909760234149,0.164431432068919,"type_2"
"3675","IPO7","Importin-7",0.177837167450017,0.234510797417084,"type_2"
"3676","WARS1","Tryptophan--tRNA ligase, cytoplasmic",0.1777601712873,0.23041445378366,"type_2"
"3677","SIRT5","NAD-dependent protein deacylase sirtuin-5, mitochondrial",0.177687102178249,0.35449606963933,"type_2"
"3678","PICALM","Phosphatidylinositol-binding clathrin assembly protein",0.177346065767082,0.371552154665512,"type_2"
"3679","DCTN2","Dynactin subunit 2",0.177173561887184,0.0986871829340708,"type_2"
"3680","EIF4G1","Eukaryotic translation initiation factor 4 gamma 1",0.17692181536261,0.108513541821898,"type_2"
"3681","BSG","Basigin",0.176525059264312,0.323909931799954,"type_2"
"3682","ADSL","Adenylosuccinate lyase",0.176490715932941,0.115260188525593,"type_2"
"3683","PPP2R2A","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform",0.176189901053405,0.218898852236998,"type_2"
"3684","VCP","Transitional endoplasmic reticulum ATPase",0.175950484495498,0.128352048636611,"type_2"
"3685","EIF4G2","Eukaryotic translation initiation factor 4 gamma 2",0.175931882936181,0.222969735216418,"type_2"
"3686","TPR","Nucleoprotein TPR",0.175657310714762,0.291649464266888,"type_2"
"3687","TOM1","Target of Myb1 membrane trafficking protein",0.175514153942087,0.323117453468858,"type_2"
"3688","TUBB2B","Tubulin beta-2B chain",0.175452313591737,0.355332177213458,"type_2"
"3689","CALU","Calumenin",0.175231600808811,0.238332987850696,"type_2"
"3690","CS","Citrate synthase, mitochondrial",0.175226004419724,0.366659896425446,"type_2"
"3691","GPT2","Alanine aminotransferase 2",0.175208888565665,0.542935825754304,"type_2"
"3692","CBR1","Carbonyl reductase [NADPH] 1",0.17520764403789,0.381802337065478,"type_2"
"3693","NCLN","Nicalin",0.175061532839935,0.241982458721977,"type_2"
"3694","H1-2","Histone H1.2",0.175026802575166,0.316128947618912,"type_2"
"3695","RHOA","Transforming protein RhoA",0.174759078392267,0.278531439798217,"type_2"
"3696","KMT2A","Histone-lysine N-methyltransferase 2A",0.174559199515173,0.540738827455209,"type_2"
"3697","AS3MT","Arsenite methyltransferase",0.174507277964691,0.377434249442142,"type_2"
"3698","ARHGAP1","Rho GTPase-activating protein 1",0.174489416950058,0.267585827833678,"type_2"
"3699","ZRANB2","Zinc finger Ran-binding domain-containing protein 2",0.173956631384861,0.243173643706091,"type_2"
"3700","COMMD3","COMM domain-containing protein 3",0.173891678477842,0.226025502435194,"type_2"
"3701","RCC1L","RCC1-like G exchanging factor-like protein",0.173539698877301,0.400479900067609,"type_2"
"3702","VPS37A","Vacuolar protein sorting-associated protein 37A",0.173393406078315,0.459436952471676,"type_2"
"3703","TSTD1","Thiosulfate:glutathione sulfurtransferase",0.173350242872372,0.324385738336063,"type_2"
"3704","EIF2B5","Translation initiation factor eIF-2B subunit epsilon",0.172766354496027,0.272972843388785,"type_2"
"3705","TAF15","TATA-binding protein-associated factor 2N",0.172683284853663,0.327231294967574,"type_2"
"3706","L2HGDH","L-2-hydroxyglutarate dehydrogenase, mitochondrial",0.1722980705635,0.24074959379737,"type_2"
"3707","RPL3L","60S ribosomal protein L3-like",0.172280811146464,0.329230382663338,"type_2"
"3708","ACTR2","Actin-related protein 2",0.171953955855326,0.326768877759309,"type_2"
"3709","EML2","Echinoderm microtubule-associated protein-like 2",0.171797187189977,0.467440305780101,"type_2"
"3710","PMPCB","Mitochondrial-processing peptidase subunit beta",0.171733599519225,0.230302882270003,"type_2"
"3711","SAR1A","GTP-binding protein SAR1a",0.171223566623297,0.232023176441043,"type_2"
"3712","ADIRF","Adipogenesis regulatory factor",0.171120202282379,0.490572633810512,"type_2"
"3713","PIN4","Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4",0.171106304118155,0.342923219759418,"type_2"
"3714","LMO7","LIM domain only protein 7",0.171033257718989,0.412814935708007,"type_2"
"3715","TPD52L2","Tumor protein D54",0.170249200754338,0.309726298203496,"type_2"
"3716","MIX23","Protein MIX23",0.170246575009505,0.232886797680633,"type_2"
"3717","RPL8","60S ribosomal protein L8",0.170115266816721,0.353699138819648,"type_2"
"3718","SNU13","NHP2-like protein 1",0.170029184987945,0.451438839049202,"type_2"
"3719","DDX19A","ATP-dependent RNA helicase DDX19A",0.169808434033534,0.344503619106158,"type_2"
"3720","GPX7","Glutathione peroxidase 7",0.169786827289048,0.417339722248645,"type_2"
"3721","KPNA1","Importin subunit alpha-5",0.169529747597029,0.202752413040538,"type_2"
"3722","NCL","Nucleolin",0.169346714283179,0.166452112058566,"type_2"
"3723","HCCS","Holocytochrome c-type synthase",0.169243721303136,0.379155775913377,"type_2"
"3724","PDCL3","Phosducin-like protein 3",0.169053416605054,0.4839100086539,"type_2"
"3725","IDI2","Isopentenyl-diphosphate delta-isomerase 2",0.16903579717985,0.500195048309559,"type_2"
"3726","ACADVL","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",0.168876883615379,0.338201643755847,"type_2"
"3727","SMYD2","N-lysine methyltransferase SMYD2",0.168832576663299,0.26052192329491,"type_2"
"3728","DYNLRB1","Dynein light chain roadblock-type 1",0.168812685279418,0.238332987850696,"type_2"
"3729","HNRNPM","Heterogeneous nuclear ribonucleoprotein M",0.168548488894366,0.21729079626325,"type_2"
"3730","CMC1","COX assembly mitochondrial protein homolog",0.168369621414108,0.376782763761782,"type_2"
"3731","ARF1","ADP-ribosylation factor 1",0.167479010427416,0.168777409033431,"type_2"
"3732","SRL","Sarcalumenin",0.167463423575569,0.308322823588998,"type_2"
"3733","EIF4A2","Eukaryotic initiation factor 4A-II",0.167299451923745,0.193831561146802,"type_2"
"3734","PHPT1","14 kDa phosphohistidine phosphatase",0.167093036722223,0.128352048636611,"type_2"
"3735","UFC1","Ubiquitin-fold modifier-conjugating enzyme 1",0.166892513613648,0.517884636953328,"type_2"
"3736","UBQLN1","Ubiquilin-1",0.16685026429032,0.317481189873836,"type_2"
"3737","BOLA2B","BolA-like protein 2",0.16681141958261,0.284341847282087,"type_2"
"3738","VPS45","Vacuolar protein sorting-associated protein 45",0.166755050956377,0.420854222620439,"type_2"
"3739","SSR1","Translocon-associated protein subunit alpha",0.165971056569374,0.534935723093855,"type_2"
"3740","AFG3L2","AFG3-like protein 2",0.165791858182846,0.168777409033431,"type_2"
"3741","H2BC20P","Putative histone H2B type 2-C",0.165164555684765,0.380641604313252,"type_2"
"3742","TBCEL","Tubulin-specific chaperone cofactor E-like protein",0.165135568721533,0.507823377819231,"type_2"
"3743","NPLOC4","Nuclear protein localization protein 4 homolog",0.165127151949218,0.224513413976413,"type_2"
"3744","SMU1","WD40 repeat-containing protein SMU1",0.164151686964162,0.406926368553917,"type_2"
"3745","PFDN6","Prefoldin subunit 6",0.164103996059604,0.234097115058442,"type_2"
"3746","HDDC2","5'-deoxynucleotidase HDDC2",0.164087670922529,0.397634974751137,"type_2"
"3747","PRKAB2","5'-AMP-activated protein kinase subunit beta-2",0.164040882929694,0.174225993325056,"type_2"
"3748","CCT6A","T-complex protein 1 subunit zeta",0.163951380638368,0.164334079446098,"type_2"
"3749","RHOC","Rho-related GTP-binding protein RhoC",0.163702510691017,0.351088371718436,"type_2"
"3750","PDP1","[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",0.163526427327103,0.326768877759309,"type_2"
"3751","FDPS","Farnesyl pyrophosphate synthase",0.162590957219312,0.21729079626325,"type_2"
"3752","ARF6","ADP-ribosylation factor 6",0.162189947473887,0.314491284545473,"type_2"
"3753","OTUB1","Ubiquitin thioesterase OTUB1",0.161692650003015,0.238332987850696,"type_2"
"3754","SLC2A4","Solute carrier family 2, facilitated glucose transporter member 4",0.161448698354475,0.42941878984885,"type_2"
"3755","RPS9","40S ribosomal protein S9",0.161339171752944,0.35000589848828,"type_2"
"3756","NARS2","Probable asparagine--tRNA ligase, mitochondrial",0.16112559082447,0.475590452889226,"type_2"
"3757","EEF2K","Eukaryotic elongation factor 2 kinase",0.16044580253538,0.243928475378303,"type_2"
"3758","HNRNPDL","Heterogeneous nuclear ribonucleoprotein D-like",0.160366609718357,0.122130324473595,"type_2"
"3759","XRCC5","X-ray repair cross-complementing protein 5",0.160356572871905,0.292068149801888,"type_2"
"3760","DNAJA3","DnaJ homolog subfamily A member 3, mitochondrial",0.159810538474105,0.402021729385785,"type_2"
"3761","SNF8","Vacuolar-sorting protein SNF8",0.159736397541867,0.445467833865593,"type_2"
"3762","RMND5A","E3 ubiquitin-protein transferase RMND5A",0.159723987856561,0.48529726418655,"type_2"
"3763","CORO6","Coronin-6",0.159522342124363,0.199686139900597,"type_2"
"3764","COQ6","Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",0.159374129063091,0.215084884134098,"type_2"
"3765","ANP32A","Acidic leucine-rich nuclear phosphoprotein 32 family member A",0.159354651355747,0.491047345750816,"type_2"
"3766","TKFC","Triokinase/FMN cyclase",0.159303258737898,0.26067062020031,"type_2"
"3767","LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial",0.159228567245918,0.168777409033431,"type_2"
"3768","OSBPL1A","Oxysterol-binding protein-related protein 1",0.159210358930771,0.202467112233811,"type_2"
"3769","GCDH","Glutaryl-CoA dehydrogenase, mitochondrial",0.159168184812362,0.326768877759309,"type_2"
"3770","C1QBP","Complement component 1 Q subcomponent-binding protein, mitochondrial",0.159061146699543,0.216054790424509,"type_2"
"3771","NDUFS8","NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",0.158941203098003,0.274678594583059,"type_2"
"3772","IDE","Insulin-degrading enzyme",0.158292522275245,0.365639645128826,"type_2"
"3773","LAMTOR5","Ragulator complex protein LAMTOR5",0.158098891684842,0.403487843462975,"type_2"
"3774","BCL2L13","Bcl-2-like protein 13",0.158036868872898,0.180255904496607,"type_2"
"3775","LYRM7","Complex III assembly factor LYRM7",0.157310475273023,0.417339722248645,"type_2"
"3776","MRPL50","39S ribosomal protein L50, mitochondrial",0.157191468048529,0.414887225314114,"type_2"
"3777","BCKDK","[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",0.157047411282793,0.393626309756156,"type_2"
"3778","ABHD14B","Putative protein-lysine deacylase ABHD14B",0.156853086951546,0.357888161855684,"type_2"
"3779","AKAP1","A-kinase anchor protein 1, mitochondrial",0.156689160245625,0.299099520328169,"type_2"
"3780","NOL3","Nucleolar protein 3",0.156676835523429,0.351088371718436,"type_2"
"3781","PDK2","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",0.156600498700772,0.459436952471676,"type_2"
"3782","KCTD12","BTB/POZ domain-containing protein KCTD12",0.156536621292343,0.323909931799954,"type_2"
"3783","PSMD6","26S proteasome non-ATPase regulatory subunit 6",0.156502229015498,0.243883354862686,"type_2"
"3784","HSPB8","Heat shock protein beta-8",0.156376825988236,0.431779375353881,"type_2"
"3785","ADK","Adenosine kinase",0.156287032734634,0.122130324473595,"type_2"
"3786","ACTR3","Actin-related protein 3",0.156273530492332,0.282449615954481,"type_2"
"3787","SYPL2","Synaptophysin-like protein 2",0.15599821780121,0.538133910462777,"type_2"
"3788","MYOM3","Myomesin-3",0.155857921778001,0.496000090387877,"type_2"
"3789","TNNC2","Troponin C, skeletal muscle",0.155045142867969,0.235224990304758,"type_2"
"3790","MAP2K6","Dual specificity mitogen-activated protein kinase kinase 6",0.154582051677794,0.158025192789064,"type_2"
"3791","ABCE1","ATP-binding cassette sub-family E member 1",0.154454401675801,0.243059222433589,"type_2"
"3792","TUBG1","Tubulin gamma-1 chain",0.154358823850171,0.472559915211821,"type_2"
"3793","STARD10","START domain-containing protein 10",0.154180642048724,0.515540158157994,"type_2"
"3794","NDUFS2","NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",0.154169298060058,0.352049526568809,"type_2"
"3795","FAM114A2","Protein FAM114A2",0.154062581760673,0.351088371718436,"type_2"
"3796","PFKM","ATP-dependent 6-phosphofructokinase, muscle type",0.153872044392923,0.148527708571228,"type_2"
"3797","KCNC1","Potassium voltage-gated channel subfamily C member 1",0.153795225761645,0.464588657108138,"type_2"
"3798","UCHL5","Ubiquitin carboxyl-terminal hydrolase isozyme L5",0.153768846940116,0.545774592876621,"type_2"
"3799","RCN2","Reticulocalbin-2",0.153274232111293,0.396353346579034,"type_2"
"3800","GBP2","Guanylate-binding protein 2",0.153182654536408,0.500195048309559,"type_2"
"3801","CLIC4","Chloride intracellular channel protein 4",0.15299954936828,0.470444634651091,"type_2"
"3802","STYXL2","Serine/threonine/tyrosine-interacting-like protein 2",0.15291929926077,0.381449957727578,"type_2"
"3803","HADHB","Trifunctional enzyme subunit beta, mitochondrial",0.15289115184094,0.388760011599599,"type_2"
"3804","CISD1","CDGSH iron-sulfur domain-containing protein 1",0.152661851730961,0.309726298203496,"type_2"
"3805","IARS1","Isoleucine--tRNA ligase, cytoplasmic",0.152623483129247,0.244515483222919,"type_2"
"3806","ATP5MK","ATP synthase membrane subunit K, mitochondrial",0.152609792062044,0.464628978781797,"type_2"
"3807","COX17","Cytochrome c oxidase copper chaperone",0.152491724385516,0.4839100086539,"type_2"
"3808","STAU2","Double-stranded RNA-binding protein Staufen homolog 2",0.152129154507591,0.54749174204534,"type_2"
"3809","HBD","Hemoglobin subunit delta",0.151974625437205,0.541998511926537,"type_2"
"3810","LYPLAL1","Lysophospholipase-like protein 1",0.151678556423343,0.252044336615636,"type_2"
"3811","ABHD16A","Phosphatidylserine lipase ABHD16A",0.151124934228918,0.368690534258015,"type_2"
"3812","TIMM13","Mitochondrial import inner membrane translocase subunit Tim13",0.15074497464971,0.278296676647825,"type_2"
"3813","SUOX","Sulfite oxidase, mitochondrial",0.150706991584261,0.393626309756156,"type_2"
"3814","NFU1","NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",0.150659159249873,0.32951812934955,"type_2"
"3815","SLC25A4","ADP/ATP translocase 1",0.150608870326707,0.380641604313252,"type_2"
"3816","MAGOH","Protein mago nashi homolog",0.15046975972067,0.309726298203496,"type_2"
"3817","PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",0.150411691154821,0.380404198395945,"type_2"
"3818","EMC4","ER membrane protein complex subunit 4",0.150308564644465,0.258914279940563,"type_2"
"3819","KPNA4","Importin subunit alpha-3",0.149780761695908,0.21729079626325,"type_2"
"3820","CSNK2A1","Casein kinase II subunit alpha",0.149465637055258,0.227591102501958,"type_2"
"3821","NDUFA3","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3",0.149135978221851,0.445467833865593,"type_2"
"3822","HSD17B12","Very-long-chain 3-oxoacyl-CoA reductase",0.148983396271586,0.32549856922358,"type_2"
"3823","SEL1L3","Protein sel-1 homolog 3",0.148896837959768,0.374178100440372,"type_2"
"3824","PSMD2","26S proteasome non-ATPase regulatory subunit 2",0.148849670662754,0.179812215971063,"type_2"
"3825","RPL27A","60S ribosomal protein L27a",0.148842865515165,0.382945344793883,"type_2"
"3826","MLH3","DNA mismatch repair protein Mlh3",0.148416572386543,0.357888161855684,"type_2"
"3827","DDI2","Protein DDI1 homolog 2",0.148386250406674,0.523905005813939,"type_2"
"3828","GLG1","Golgi apparatus protein 1",0.148326482048914,0.316267624512226,"type_2"
"3829","PGRMC2","Membrane-associated progesterone receptor component 2",0.148202553199322,0.293330605483475,"type_2"
"3830","NDUFS5","NADH dehydrogenase [ubiquinone] iron-sulfur protein 5",0.148184943314742,0.397630207100302,"type_2"
"3831","PRKAR1A","cAMP-dependent protein kinase type I-alpha regulatory subunit",0.148007585012547,0.261088198839206,"type_2"
"3832","UBE2I","SUMO-conjugating enzyme UBC9",0.147966338976152,0.349347621636836,"type_2"
"3833","MOCS2","Molybdopterin synthase catalytic subunit",0.147698698607975,0.310710005414644,"type_2"
"3834","MYL12B","Myosin regulatory light chain 12B",0.147149505572512,0.477509073774436,"type_2"
