"","Gene_name","Description","log2FC_post-pre","q-value","sex","fiber_type"
"7518","UBE2M","NEDD8-conjugating enzyme Ubc12",-0.0460198327532719,0.4653679198795,"female","type_2"
"7519","SGCD","Delta-sarcoglycan",-0.0460720697338726,0.504019063693934,"female","type_2"
"7520","YAP1","Transcriptional coactivator YAP1",-0.0460932747885732,0.547345980115887,"female","type_2"
"7521","PHKA1","Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform",-0.0463109327699076,0.478154667098357,"female","type_2"
"7522","YWHAE","14-3-3 protein epsilon",-0.046414936436932,0.408971451075822,"female","type_2"
"7523","PGM1","Phosphoglucomutase-1",-0.0467683422243539,0.455004335296235,"female","type_2"
"7524","ALDH2","Aldehyde dehydrogenase, mitochondrial",-0.0468796354886827,0.522158399389132,"female","type_2"
"7525","UROD","Uroporphyrinogen decarboxylase",-0.0471654637395602,0.508556699962278,"female","type_2"
"7526","JSRP1","Junctional sarcoplasmic reticulum protein 1",-0.0479230144009897,0.515357311313421,"female","type_2"
"7527","IDI2","Isopentenyl-diphosphate delta-isomerase 2",-0.0484671072304632,0.520656028884393,"female","type_2"
"7528","DCUN1D2","DCN1-like protein 2",-0.0487347253773844,0.488034866168686,"female","type_2"
"7529","COPS2","COP9 signalosome complex subunit 2",-0.0489523670004477,0.382712042385288,"female","type_2"
"7530","UCHL5","Ubiquitin carboxyl-terminal hydrolase isozyme L5",-0.0489658781519502,0.558369117739231,"female","type_2"
"7531","PSMA3","Proteasome subunit alpha type-3",-0.0490620674432698,0.430964967865503,"female","type_2"
"7532","SLC16A3","Monocarboxylate transporter 4",-0.0492994066531427,0.514588498763711,"female","type_2"
"7533","CIRBP","Cold-inducible RNA-binding protein",-0.0494912609664677,0.496104495361253,"female","type_2"
"7534","UBAC1","Ubiquitin-associated domain-containing protein 1",-0.0495749847854352,0.4858526194083,"female","type_2"
"7535","PGAM1","Phosphoglycerate mutase 1",-0.0497840686116451,0.449615158375482,"female","type_2"
"7536","PRPF19","Pre-mRNA-processing factor 19",-0.04984301163908,0.516762427987436,"female","type_2"
"7537","UBE2N","Ubiquitin-conjugating enzyme E2 N",-0.0499514174883622,0.496104495361253,"female","type_2"
"7538","EIF4G2","Eukaryotic translation initiation factor 4 gamma 2",-0.0499727938253578,0.459864301107304,"female","type_2"
"7539","SLC25A11","Mitochondrial 2-oxoglutarate/malate carrier protein",-0.0499969535929523,0.515357311313421,"female","type_2"
"7540","PREPL","Prolyl endopeptidase-like",-0.0502659690971754,0.541322094751543,"female","type_2"
"7541","AFM","Afamin",-0.0506530066104869,0.545262746663031,"female","type_2"
"7542","RPL3L","60S ribosomal protein L3-like",-0.0511149709496141,0.488255397325614,"female","type_2"
"7543","USO1","General vesicular transport factor p115",-0.0512682210574464,0.419162155053239,"female","type_2"
"7544","NIT2","Omega-amidase NIT2",-0.0513483601070828,0.453751902742671,"female","type_2"
"7545","LAMB1","Laminin subunit beta-1",-0.0514637700063698,0.456416833882871,"female","type_2"
"7546","RABGAP1","Rab GTPase-activating protein 1",-0.0517159854141003,0.527661185140602,"female","type_2"
"7547","SCCPDH","Saccharopine dehydrogenase-like oxidoreductase",-0.0517587884318065,0.4484072438744,"female","type_2"
"7548","CDC123","Cell division cycle protein 123 homolog",-0.0521297898081272,0.532174326401497,"female","type_2"
"7549","USP15","Ubiquitin carboxyl-terminal hydrolase 15",-0.0522486712433601,0.437539628377011,"female","type_2"
"7550","SH3GLB2","Endophilin-B2",-0.0523438232720714,0.508964238273151,"female","type_2"
"7551","PARK7","Parkinson disease protein 7",-0.052529115335922,0.44931272641748,"female","type_2"
"7552","PRDX6","Peroxiredoxin-6",-0.0525603553938581,0.474573660569952,"female","type_2"
"7553","MTAP","S-methyl-5'-thioadenosine phosphorylase",-0.0528633579045543,0.486020789780453,"female","type_2"
"7554","OAT","Ornithine aminotransferase, mitochondrial",-0.0533605560249786,0.525471235221782,"female","type_2"
"7555","PTGES3","Prostaglandin E synthase 3",-0.0534543910458076,0.435098176992702,"female","type_2"
"7556","RPL10","60S ribosomal protein L10",-0.0535863775517598,0.49252964609746,"female","type_2"
"7557","FLOT1","Flotillin-1",-0.0537012854592351,0.49252964609746,"female","type_2"
"7558","DNAJA3","DnaJ homolog subfamily A member 3, mitochondrial",-0.0540652803446324,0.496384045849707,"female","type_2"
"7559","UBE2I","SUMO-conjugating enzyme UBC9",-0.0540928401214451,0.459864301107304,"female","type_2"
"7560","RPLP1","60S acidic ribosomal protein P1",-0.0541752307819969,0.533580395556692,"female","type_2"
"7561","FHL1","Four and a half LIM domains protein 1",-0.0544113588090731,0.435473996294555,"female","type_2"
"7562","PSMC4","26S proteasome regulatory subunit 6B",-0.0548049711320342,0.404523230413478,"female","type_2"
"7563","RPS12","40S ribosomal protein S12",-0.0548845884693154,0.455808892232918,"female","type_2"
"7564","SLC25A20","Mitochondrial carnitine/acylcarnitine carrier protein",-0.0551456481663095,0.516762427987436,"female","type_2"
"7565","RABGGTA","Geranylgeranyl transferase type-2 subunit alpha",-0.0554267357783829,0.4653679198795,"female","type_2"
"7566","DGLUCY","D-glutamate cyclase, mitochondrial",-0.0561793522071437,0.500741245149335,"female","type_2"
"7567","SEC24C","Protein transport protein Sec24C",-0.056491417630367,0.482615997883353,"female","type_2"
"7568","IGHG2","Immunoglobulin heavy constant gamma 2",-0.0571097430395966,0.510419192961338,"female","type_2"
"7569","PSMB6","Proteasome subunit beta type-6",-0.0571615521840325,0.4653679198795,"female","type_2"
"7570","LMOD2","Leiomodin-2",-0.0572769320324564,0.496104495361253,"female","type_2"
"7571","EIF2A","Eukaryotic translation initiation factor 2A",-0.0573475380402879,0.520323537553157,"female","type_2"
"7572","MRPL39","39S ribosomal protein L39, mitochondrial",-0.0576863006643187,0.486020789780453,"female","type_2"
"7573","IPO5","Importin-5",-0.0578627111220733,0.411510854134264,"female","type_2"
"7574","WASHC5","WASH complex subunit 5",-0.0578699658678001,0.49252964609746,"female","type_2"
"7575","PIP4K2B","Phosphatidylinositol 5-phosphate 4-kinase type-2 beta",-0.0579189241295666,0.480067433014219,"female","type_2"
"7576","UQCC1","Ubiquinol-cytochrome-c reductase complex assembly factor 1",-0.0580371203812966,0.510246214932804,"female","type_2"
"7577","STRN3","Striatin-3",-0.0592446739039794,0.4653679198795,"female","type_2"
"7578","MICOS13","MICOS complex subunit MIC13",-0.0594641708262227,0.533553753070647,"female","type_2"
"7579","AK1","Adenylate kinase isoenzyme 1",-0.0595356052146947,0.433138903466105,"female","type_2"
"7580","DAP3","28S ribosomal protein S29, mitochondrial",-0.0596696702725978,0.504019063693934,"female","type_2"
"7581","ENY2","Transcription and mRNA export factor ENY2",-0.0597951713342102,0.451315172198446,"female","type_2"
"7582","SNX6","Sorting nexin-6",-0.0599622041886896,0.508835588843035,"female","type_2"
"7583","PRKAR2A","cAMP-dependent protein kinase type II-alpha regulatory subunit",-0.0599878109113892,0.399802764587974,"female","type_2"
"7584","ABCB7","Iron-sulfur clusters transporter ABCB7, mitochondrial",-0.0601094866324647,0.474573660569952,"female","type_2"
"7585","LIMCH1","LIM and calponin homology domains-containing protein 1",-0.0602812763356173,0.459864301107304,"female","type_2"
"7586","SAMM50","Sorting and assembly machinery component 50 homolog",-0.0603780736673478,0.49620071032132,"female","type_2"
"7587","AK6","Adenylate kinase isoenzyme 6",-0.0603989742521858,0.528600048468385,"female","type_2"
"7588","COQ9","Ubiquinone biosynthesis protein COQ9, mitochondrial",-0.0604294864335806,0.439774688554278,"female","type_2"
"7589","MTDH","Protein LYRIC",-0.0606250922124421,0.541901111302404,"female","type_2"
"7590","NID1","Nidogen-1",-0.0606364003603428,0.431319620049596,"female","type_2"
"7591","VTA1","Vacuolar protein sorting-associated protein VTA1 homolog",-0.0606707775958402,0.531040250121822,"female","type_2"
"7592","VDAC1","Voltage-dependent anion-selective channel protein 1",-0.0611949712089164,0.449497744078415,"female","type_2"
"7593","CNN3","Calponin-3",-0.0614350058868212,0.456345840675957,"female","type_2"
"7594","METAP2","Methionine aminopeptidase 2",-0.0619189896261272,0.471464584705918,"female","type_2"
"7595","PGK1","Phosphoglycerate kinase 1",-0.0621631586555722,0.439718852443498,"female","type_2"
"7596","GSTM4","Glutathione S-transferase Mu 4",-0.0621884889216702,0.525471235221782,"female","type_2"
"7597","XRCC6","X-ray repair cross-complementing protein 6",-0.0622848652630985,0.43119937770934,"female","type_2"
"7598","TMLHE","Trimethyllysine dioxygenase, mitochondrial",-0.0623172593566803,0.482390158465616,"female","type_2"
"7599","DDX3Y","ATP-dependent RNA helicase DDX3Y",-0.062642730596643,0.374105239377176,"female","type_2"
"7600","STARD7","StAR-related lipid transfer protein 7, mitochondrial",-0.0627011451471535,0.482538710815521,"female","type_2"
"7601","RO60","RNA-binding protein RO60",-0.0631259779790003,0.469368439743673,"female","type_2"
"7602","GSTM3","Glutathione S-transferase Mu 3",-0.0632703434854101,0.500278584414371,"female","type_2"
"7603","PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",-0.0634853441617356,0.481428619245897,"female","type_2"
"7604","PSMC2","26S proteasome regulatory subunit 7",-0.0636627201858087,0.365404295117767,"female","type_2"
"7605","PCYOX1","Prenylcysteine oxidase 1",-0.0637946807281509,0.435098176992702,"female","type_2"
"7606","FYCO1","FYVE and coiled-coil domain-containing protein 1",-0.0637976542391723,0.391444368420637,"female","type_2"
"7607","LARP1","La-related protein 1",-0.0638551674373229,0.517387831123102,"female","type_2"
"7608","UQCRFS1","Cytochrome b-c1 complex subunit Rieske, mitochondrial",-0.0638643334856255,0.439328164970317,"female","type_2"
"7609","CASQ1","Calsequestrin-1",-0.0638993737950742,0.409825618005163,"female","type_2"
"7610","UBXN1","UBX domain-containing protein 1",-0.0642257640873325,0.437539628377011,"female","type_2"
"7611","BAG2","BAG family molecular chaperone regulator 2",-0.0642268615275743,0.394634337786716,"female","type_2"
"7612","GPS1","COP9 signalosome complex subunit 1",-0.0643711175518451,0.442244923000724,"female","type_2"
"7613","ACTA2","Actin, aortic smooth muscle",-0.0646752364528673,0.383004441356118,"female","type_2"
"7614","RPS6KA5","Ribosomal protein S6 kinase alpha-5",-0.0649135207134091,0.527661185140602,"female","type_2"
"7615","STRAP","Serine-threonine kinase receptor-associated protein",-0.0650177435790873,0.408370906425413,"female","type_2"
"7616","CHID1","Chitinase domain-containing protein 1",-0.0652365278632061,0.534132730158373,"female","type_2"
"7617","ALDOA","Fructose-bisphosphate aldolase A",-0.0653123849741739,0.362116797611355,"female","type_2"
"7618","TPT1","Translationally-controlled tumor protein",-0.0655564742125545,0.405185511676794,"female","type_2"
"7619","PSMA2","Proteasome subunit alpha type-2",-0.0657064132060476,0.409532681854055,"female","type_2"
"7620","RCSD1","CapZ-interacting protein",-0.0659749646813772,0.503930773676905,"female","type_2"
"7621","PFKM","ATP-dependent 6-phosphofructokinase, muscle type",-0.0660754450830616,0.394634337786716,"female","type_2"
"7622","DRG2","Developmentally-regulated GTP-binding protein 2",-0.066249097629127,0.43827096936616,"female","type_2"
"7623","NAPA","Alpha-soluble NSF attachment protein",-0.0664855768373958,0.339836627799038,"female","type_2"
"7624","KPNA6","Importin subunit alpha-7",-0.0666714151438992,0.514048748111509,"female","type_2"
"7625","RPA1","Replication protein A 70 kDa DNA-binding subunit",-0.0668622728570707,0.444314869207614,"female","type_2"
"7626","CENPV","Centromere protein V",-0.0670249189090022,0.459864301107304,"female","type_2"
"7627","STIM1","Stromal interaction molecule 1",-0.0670870036318885,0.428459968966371,"female","type_2"
"7628","JCHAIN","Immunoglobulin J chain",-0.067097744273811,0.567749459059977,"female","type_2"
"7629","POLR2H","DNA-directed RNA polymerases I, II, and III subunit RPABC3",-0.0671201616168595,0.514253040353574,"female","type_2"
"7630","EIF4E","Eukaryotic translation initiation factor 4E",-0.0671329895995356,0.40380279806153,"female","type_2"
"7631","CSDE1","Cold shock domain-containing protein E1",-0.0671467002211248,0.39562100846547,"female","type_2"
"7632","SKP1","S-phase kinase-associated protein 1",-0.067584628265239,0.515648066957635,"female","type_2"
"7633","GSTO1","Glutathione S-transferase omega-1",-0.0678818873116462,0.379175653028482,"female","type_2"
"7634","CYB5B","Cytochrome b5 type B",-0.0680070041010605,0.364615554667218,"female","type_2"
"7635","NIF3L1","NIF3-like protein 1",-0.0682349955263888,0.416703191052286,"female","type_2"
"7636","DHX9","ATP-dependent RNA helicase A",-0.0687636009049957,0.441028356096405,"female","type_2"
"7637","NUDC","Nuclear migration protein nudC",-0.0688815726122787,0.466306064919481,"female","type_2"
"7638","SNRPD3","Small nuclear ribonucleoprotein Sm D3",-0.0690561985673153,0.416135598766293,"female","type_2"
"7639","DARS2","Aspartate--tRNA ligase, mitochondrial",-0.0692400267291085,0.458409347574371,"female","type_2"
"7640","LMNA","Prelamin-A/C",-0.0692517139493987,0.411220377312218,"female","type_2"
"7641","CHCHD3","MICOS complex subunit MIC19",-0.0692580664310416,0.391644839597283,"female","type_2"
"7642","FIS1","Mitochondrial fission 1 protein",-0.0692606842134893,0.423091134649312,"female","type_2"
"7643","CBX3","Chromobox protein homolog 3",-0.0693945030685121,0.44931272641748,"female","type_2"
"7644","ALDOC","Fructose-bisphosphate aldolase C",-0.0697954135495813,0.538327439508882,"female","type_2"
"7645","DENR","Density-regulated protein",-0.0698707956960813,0.43827096936616,"female","type_2"
"7646","SH3GLB1","Endophilin-B1",-0.0700433505291276,0.414328819478393,"female","type_2"
"7647","PDF","Peptide deformylase, mitochondrial",-0.0701104917291264,0.515357311313421,"female","type_2"
"7648","VAMP2","Vesicle-associated membrane protein 2",-0.0703008937614307,0.466665289757942,"female","type_2"
"7649","ALDH6A1","Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",-0.0703079181996351,0.490472092752932,"female","type_2"
"7650","COPS3","COP9 signalosome complex subunit 3",-0.070355764891243,0.41940132444966,"female","type_2"
"7651","ENPP4","Bis(5'-adenosyl)-triphosphatase ENPP4",-0.0705757910952478,0.543453635110938,"female","type_2"
"7652","SNX5","Sorting nexin-5",-0.0705978112493,0.414328819478393,"female","type_2"
"7653","NSFL1C","NSFL1 cofactor p47",-0.0709111252058978,0.337864835068448,"female","type_2"
"7654","TATDN1","Deoxyribonuclease TATDN1",-0.0709412737970307,0.390291152444192,"female","type_2"
"7655","VDAC2","Voltage-dependent anion-selective channel protein 2",-0.0720775113150012,0.423091134649312,"female","type_2"
"7656","FAM98B","Protein FAM98B",-0.0723568622932991,0.468601838953754,"female","type_2"
"7657","SRCIN1","SRC kinase signaling inhibitor 1",-0.0724827426278143,0.542283489147422,"female","type_2"
"7658","PHKG1","Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",-0.0729996590470972,0.439774688554278,"female","type_2"
"7659","SERPINB6","Serpin B6",-0.0730748809469528,0.348243373901192,"female","type_2"
"7660","AP2B1","AP-2 complex subunit beta",-0.0730758024688605,0.387052984031938,"female","type_2"
"7661","YKT6","Synaptobrevin homolog YKT6",-0.0731525708082703,0.49252964609746,"female","type_2"
"7662","ELOB","Elongin-B",-0.0733261831412424,0.395576777740478,"female","type_2"
"7663","TPI1","Triosephosphate isomerase",-0.0735019194988844,0.394634337786716,"female","type_2"
"7664","CNIH4","Protein cornichon homolog 4",-0.0735432218011542,0.517387831123102,"female","type_2"
"7665","OPLAH","5-oxoprolinase",-0.0735718460260717,0.375248876309342,"female","type_2"
"7666","RPS21","40S ribosomal protein S21",-0.0736828242663936,0.390360841739729,"female","type_2"
"7667","JPH2","Junctophilin-2",-0.0738379526888835,0.394406431619292,"female","type_2"
"7668","GMPR","GMP reductase 1",-0.0740006255638654,0.467001186426717,"female","type_2"
"7669","YWHAQ","14-3-3 protein theta",-0.0744879545168295,0.451679768420058,"female","type_2"
"7670","KTN1","Kinectin",-0.0745818976182591,0.365404295117767,"female","type_2"
"7671","STAT3","Signal transducer and activator of transcription 3",-0.0746347819888697,0.503930773676905,"female","type_2"
"7672","LRRC20","Leucine-rich repeat-containing protein 20",-0.0746476617048994,0.421681403123615,"female","type_2"
"7673","TXLNB","Beta-taxilin",-0.074895103417159,0.371305785895046,"female","type_2"
